ID;ID_BASE;TIPO_DATO;FECHA;DEPARTAMEN;MUNICIPIO;TIPO_SUELO;SUBZONA;DIRECCION;TIPO_INMUE;ZHF;ZHG;VALOR_ZHG;ESTRATO;ANIO_CONST;ESTADO_CON;AREA_TERRE;AREA_CONST;VALOR_M2_I;VALOR_TOTA;VALOR_ARRI;VALOR_ADMI;NUM_PISOS;NUM_HABITA;NUM_BANIOS;NUM_PARQ;ZONAS_COMU;ACUEDUCTO;ALCANTARIL;ENERGIA;GAS;FUENTE;NOMBRE_FUE;LATITUD;LONGITUD;FECHA_VALO
108255;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;PARDO RUBIO;;APARTAMENTO;;;;5;2015;;;192;6510417;1250000000;;849000;;3;5;4;;;;;;FR_97108;FINCA_RAIZ;4,637552738;-74,05953217;01/07/2020
108257;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;SAN LUIS;;APARTAMENTO;;;;4;;;;53;6251528;331331000;;;;2;2;1;;;;;;FR_97110;FINCA_RAIZ;4,646999836;-74,06999969;01/07/2020
108258;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;SAN LUIS;;APARTAMENTO;;;;4;;;;31;6568065;203610000;;;;1;1;1;;;;;;FR_97111;FINCA_RAIZ;4,646999836;-74,06999969;01/07/2020
108259;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;BANCO CENTRAL;;APARTAMENTO;;;;4;1997;;;38;6736842;256000000;;212000;;1;1;1;;;;;;FR_97112;FINCA_RAIZ;4,642250061;-74,06960297;01/07/2020
108260;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;EL ROSARIO;;APARTAMENTO;;;;4;2015;;;74;6081081;450000000;;400000;;3;2;2;;;;;;FR_97113;FINCA_RAIZ;4,653443336;-74,07969666;01/07/2020
108261;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;LOS ROSALES;;APARTAMENTO;;;;6;1997;;;282;6205674;1750000000;;1900000;;3;3;2;;;;;;FR_97114;FINCA_RAIZ;4,658532619;-74,0471344;01/07/2020
108263;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;CHICO NORTE II SECTOR;;APARTAMENTO;;;;6;2015;;;87;11436782;995000000;;550000;;1;2;2;;;;;;FR_97116;FINCA_RAIZ;4,680168152;-74,04611969;01/07/2020
108264;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;LA SALLE;;APARTAMENTO;;;;4;2015;;;64;5937500;380000000;;194000;;2;2;1;;;;;;FR_97117;FINCA_RAIZ;4,643700123;-74,05753326;01/07/2020
108265;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;PARDO RUBIO;;APARTAMENTO;;;;4;2015;;;73;7260274;530000000;;400000;;2;3;1;;;;;;FR_97118;FINCA_RAIZ;4,635392655;-74,06137112;01/07/2020
108266;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;EL RETIRO;;APARTAMENTO;;;;6;;;;224;8727679;1955000000;;1709800;;3;5;3;;;;;;FR_97119;FINCA_RAIZ;4,665912628;-74,05018616;01/07/2020
108267;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;CHAPINERO CENTRAL;;APARTAMENTO;;;;4;2008;;;42;5928571;249000000;;150000;;3;1;1;;;;;;FR_97120;FINCA_RAIZ;4,644699277;-74,06352019;01/07/2020
108269;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;LA CASTELLANA;;APARTAMENTO;;;;6;2015;;;154;8116883;1250000000;;2000000;;2;3;0;;;;;;FR_97122;FINCA_RAIZ;4,685888767;-74,0634079;01/07/2020
108271;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;LOS ROSALES;;APARTAMENTO;;;;6;1997;;;150;8000000;1200000000;;730000;;3;3;2;;;;;;FR_97124;FINCA_RAIZ;4,65781641;-74,04779816;01/07/2020
108272;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;PARDO RUBIO;;APARTAMENTO;;;;4;;;;65;5384615;350000000;;;;3;3;0;;;;;;FR_97125;FINCA_RAIZ;4,635000229;-74,06300354;01/07/2020
108273;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;LA SOLEDAD;;APARTAMENTO;;;;4;1997;;;90;4055556;365000000;;;;2;2;1;;;;;;FR_97126;FINCA_RAIZ;4,629570072;-74,07572024;01/07/2020
108275;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;PARDO RUBIO;;APARTAMENTO;;;;4;1997;;;78;6282051;490000000;;450000;;3;2;1;;;;;;FR_97128;FINCA_RAIZ;4,635392655;-74,06137112;01/07/2020
108277;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;PARDO RUBIO;;APARTAMENTO;;;;4;1997;;;78;6282051;490000000;;;;3;2;1;;;;;;FR_97130;FINCA_RAIZ;4,635392655;-74,06137112;01/07/2020
108279;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;CHAPINERO OCCIDENTAL;;APARTAMENTO;;;;5;1997;;;270;3629630;980000000;;1000000;;2;3;2;;;;;;FR_97132;FINCA_RAIZ;4,645279884;-74,06565857;01/07/2020
108280;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;CHAPINERO NORTE;;APARTAMENTO;;;;6;;;;136;2941176;400000000;;100000;;3;3;1;;;;;;FR_97133;FINCA_RAIZ;4,651000023;-74,05999756;01/07/2020
108281;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;BOSQUE CALDERON;;APARTAMENTO;;;;4;;;;55;8090909;445000000;;;;1;2;1;;;;;;FR_97134;FINCA_RAIZ;4,642150879;-74,06005859;01/07/2020
108283;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;PARDO RUBIO;;APARTAMENTO;;;;4;1997;;;51;6078431;310000000;;339000;;2;1;1;;;;;;FR_97136;FINCA_RAIZ;4,635392655;-74,06137112;01/07/2020
108284;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;PARDO RUBIO;;APARTAMENTO;;;;4;;;;62;4677419;290000000;;;;2;1;1;;;;;;FR_97137;FINCA_RAIZ;4,63241291;-74,06208801;01/07/2020
108285;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;BOSQUE CALDERON;;APARTAMENTO;;;;5;2015;;;100;6700000;670000000;;630000;;2;3;2;;;;;;FR_97138;FINCA_RAIZ;4,638929844;-74,0611496;01/07/2020
108286;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;CHAPINERO CENTRAL;;APARTAMENTO;;;;3;;;;250;6040000;1510000000;;;;3;4;2;;;;;;FR_97139;FINCA_RAIZ;4,644699277;-74,06352019;01/07/2020
108287;Big Data Gesvalt_1;VENTA;01/07/2020;CUNDINAMARCA;BOGOTA;URBANO;ALFONSO LOPEZ;;APARTAMENTO;;;;3;1997;;;62;5403226;335000000;;257000;;2;1;1;;;;;;FR_97140;FINCA_RAIZ;4,63973999;-74,07161713;01/07/2020
